,MSCI USA,MSCI EUROPE,MSCI EM,MSCI KOREA,MSCI JAPAN
2019-02-22,0.3952575699276346,0.119096787645862,0.013350930950898263,0.1849459608385576,0.28734875063704757
2019-03-01,0.3872312710378131,0.12768411709063018,0.01911705222267522,0.1820698428986122,0.28389771675026937
2019-03-08,0.35029407605973095,0.10451262059355057,0.022475912947205016,0.23513176156491195,0.2875856288346015
2019-03-15,0.40509977337943626,0.1421090230892295,0.026384902068790222,0.1660375026730631,0.26036879878948077
2019-03-22,0.4041868700963705,0.12525228452041332,0.014450311298274166,0.17442078847502687,0.2816897456099151
2019-03-29,0.46046078342141533,0.19982743572821118,0.030160123817617946,0.06272184150149282,0.2468298155312627
2019-04-05,0.40353067862500136,0.12293958470383647,0.014272763248488942,0.17816182899008157,0.28109514443259154
2019-04-12,0.3946318065826634,0.1136588328359446,0.01248903348346527,0.19278237399294693,0.2864379531049798
2019-04-19,0.3646915400629877,0.0958360480763198,0.013656234749056842,0.231545883062809,0.2942702940488267
2019-04-26,0.3664160355369798,0.09449458892553983,0.012674463738387688,0.23175132764322437,0.29466358415586824
2019-05-03,0.3902427688783333,0.11141225436866109,0.012856475565672954,0.19818085199418686,0.2873076491931458
2019-05-10,0.43471254914345814,0.1998309480962619,0.03630199153465847,0.07894835078161531,0.25020616044400606
2019-05-17,0.4497727233857634,0.19875483858462084,0.028253150356015944,0.06372367471414983,0.25949561295944995
2019-05-24,0.4200181923499526,0.1549813442659274,0.019460541157238886,0.12927009679058088,0.2762698254363002
2019-05-31,0.44115967596049865,0.1809956772266559,0.021574779216757285,0.08426701248008445,0.2720028551160037
2019-06-07,0.42961666457562797,0.16591718183889176,0.02468356550344627,0.11752537072151124,0.2622572173605227
2019-06-14,0.46114464800808236,0.20991630038464498,0.040447479129342635,0.06299449294594694,0.22549707953198303
2019-06-21,0.4057196737299616,0.13878712566541684,0.024789710621530604,0.16878878672690434,0.26191470325618654
2019-06-28,0.3986066285928166,0.1585603093111029,0.039348337871220045,0.16175714994874993,0.24172757427611047
2019-07-05,0.37682920547976034,0.10764010053505901,0.013808422470412762,0.20918269030905154,0.2925395812057164
2019-07-12,0.4020614518521015,0.12207101072728753,0.01639856118558959,0.18355442276025158,0.2759145534747698
2019-07-19,0.3823353387333789,0.10860362295083122,0.01368542069657661,0.20610418909998163,0.28927142851923165
2019-07-26,0.38446929227512583,0.10885528734074235,0.00963231522293882,0.19833767788144738,0.2987054272797456
2019-08-02,0.4721417289225947,0.21495868414026914,0.03406013797437419,0.04120432261216718,0.2376351263505948
2019-08-09,0.421788477578465,0.20337184809805417,0.03815565104371171,0.07905591275648267,0.25762811052328655
2019-08-16,0.42286560255115074,0.2040800912546751,0.04061408632215854,0.08177994157962919,0.25066027829238646
2019-08-23,0.4379460707851331,0.1643028609965696,0.019556423840116747,0.10967721625442943,0.2685174281237513
2019-08-30,0.4467978888161433,0.18911679725230154,0.02882459837564747,0.08158792300420162,0.25367279255170616
